age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status
24.00,female,High School,50554.00,5,OWN,5600.00,PERSONAL,6.03,0.11,3,692,No,0
24.00,female,Associate,50397.00,1,OWN,9200.00,VENTURE,12.42,0.18,2,592,No,0
23.00,male,Bachelor,117270.00,4,RENT,10000.00,EDUCATION,13.99,0.09,3,547,Yes,0
24.00,male,Bachelor,118634.00,2,RENT,10000.00,HOMEIMPROVEMENT,7.51,0.08,4,587,No,0
25.00,female,Master,118316.00,2,RENT,10000.00,DEBTCONSOLIDATION,12.69,0.08,4,595,No,0
23.00,female,Associate,50264.00,0,MORTGAGE,16000.00,EDUCATION,11.83,0.32,2,651,Yes,0
26.00,male,Associate,119780.00,4,RENT,10000.00,PERSONAL,7.29,0.08,2,686,Yes,0
25.00,male,High School,120202.00,0,RENT,10000.00,PERSONAL,14.65,0.08,3,661,No,0
21.00,male,Bachelor,50455.00,0,OWN,8000.00,PERSONAL,11.48,0.16,3,479,Yes,0
24.00,male,Associate,106531.00,2,RENT,10000.00,DEBTCONSOLIDATION,14.84,0.09,2,610,No,1
22.00,female,Bachelor,121196.00,1,RENT,10000.00,EDUCATION,9.32,0.08,4,599,Yes,0
22.00,male,Bachelor,121098.00,0,RENT,10000.00,EDUCATION,10.65,0.08,3,559,No,0
24.00,male,Associate,120913.00,1,RENT,10000.00,PERSONAL,7.51,0.08,3,622,No,0
25.00,male,High School,120772.00,6,RENT,10000.00,VENTURE,6.62,0.08,4,649,Yes,0
25.00,male,High School,106548.00,2,RENT,10000.00,EDUCATION,17.88,0.09,4,640,No,1
24.00,female,Master,121317.00,4,RENT,10000.00,HOMEIMPROVEMENT,16.40,0.08,2,599,Yes,0
21.00,male,High School,106388.00,0,RENT,10000.00,VENTURE,17.93,0.09,3,616,No,1
23.00,male,Bachelor,121014.00,0,RENT,10000.00,PERSONAL,11.46,0.08,2,614,Yes,0
21.00,male,High School,123563.00,0,RENT,10000.00,EDUCATION,11.01,0.08,3,616,No,0
23.00,female,Bachelor,51403.00,0,OWN,7200.00,VENTURE,11.01,0.14,2,671,No,0
26.00,male,Bachelor,123577.00,2,RENT,10000.00,MEDICAL,8.59,0.08,2,638,No,0
25.00,female,Associate,129629.00,4,RENT,10000.00,VENTURE,8.38,0.08,3,541,Yes,0
24.00,female,Bachelor,50822.00,2,MORTGAGE,8500.00,EDUCATION,7.14,0.17,4,612,No,0
23.00,male,High School,130094.00,0,RENT,10000.00,MEDICAL,7.66,0.08,2,604,Yes,0
26.00,female,High School,116491.00,0,RENT,10000.00,EDUCATION,15.28,0.09,2,605,No,1
25.00,male,Bachelor,51340.00,2,MORTGAGE,1600.00,EDUCATION,13.11,0.03,3,654,Yes,0
23.00,male,High School,118502.00,0,RENT,10000.00,EDUCATION,16.40,0.08,2,653,No,1
25.00,male,Bachelor,50561.00,1,OWN,4400.00,MEDICAL,7.29,0.09,2,646,Yes,0
23.00,female,High School,133302.00,2,RENT,10000.00,DEBTCONSOLIDATION,7.88,0.08,2,637,Yes,0
22.00,male,Master,51122.00,2,OWN,12000.00,EDUCATION,12.42,0.23,2,728,Yes,0
22.00,female,Bachelor,50961.00,0,MORTGAGE,6800.00,DEBTCONSOLIDATION,10.59,0.13,3,605,Yes,0
23.00,female,High School,50654.00,0,MORTGAGE,7000.00,EDUCATION,13.43,0.14,3,512,Yes,0
26.00,female,Master,136440.00,6,RENT,10000.00,HOMEIMPROVEMENT,13.72,0.07,3,666,No,0
24.00,male,Bachelor,50941.00,4,MORTGAGE,10000.00,HOMEIMPROVEMENT,8.94,0.2,2,625,Yes,0
22.00,female,Bachelor,50878.00,0,MORTGAGE,3000.00,EDUCATION,15.05,0.06,3,658,Yes,0
24.00,male,High School,138747.00,1,RENT,10000.00,PERSONAL,8.94,0.07,4,624,Yes,0
22.00,male,Bachelor,50615.00,0,OWN,14400.00,PERSONAL,11.01,0.28,4,685,Yes,0
25.00,male,Associate,51262.00,3,MORTGAGE,4000.00,HOMEIMPROVEMENT,5.99,0.08,2,588,Yes,0
25.00,female,Bachelor,138917.00,3,RENT,10000.00,MEDICAL,7.29,0.07,4,698,No,0
22.00,male,Bachelor,51245.00,0,OWN,20000.00,VENTURE,11.12,0.39,4,671,Yes,0
25.00,male,High School,51068.00,5,OWN,5000.00,VENTURE,7.51,0.1,2,540,Yes,0
25.00,female,Bachelor,139102.00,0,RENT,10000.00,MEDICAL,10.37,0.07,2,709,No,0
21.00,female,High School,43977.00,2,MORTGAGE,2400.00,HOMEIMPROVEMENT,11.01,0.05,3,507,No,1
25.00,male,High School,140185.00,3,RENT,10000.00,DEBTCONSOLIDATION,14.26,0.07,4,534,Yes,0
22.00,female,High School,51044.00,1,MORTGAGE,5000.00,DEBTCONSOLIDATION,6.03,0.1,2,635,Yes,0
22.00,female,Associate,50972.00,2,MORTGAGE,3100.00,VENTURE,6.76,0.06,4,687,No,0
22.00,male,High School,51510.00,0,MORTGAGE,2500.00,PERSONAL,6.91,0.05,3,480,Yes,0
21.00,male,Master,144840.00,0,RENT,10000.00,DEBTCONSOLIDATION,11.71,0.07,3,683,No,0
21.00,male,High School,145025.00,0,RENT,10000.00,DEBTCONSOLIDATION,9.99,0.07,3,626,Yes,0
26.00,female,Bachelor,144835.00,5,RENT,10000.00,HOMEIMPROVEMENT,12.68,0.07,2,529,Yes,0
23.00,female,Associate,43871.00,2,MORTGAGE,3500.00,HOMEIMPROVEMENT,13.35,0.08,2,618,No,1
24.00,female,Master,145219.00,1,RENT,10000.00,MEDICAL,7.88,0.07,2,610,Yes,0
24.00,female,Bachelor,145120.00,3,RENT,10000.00,HOMEIMPROVEMENT,13.61,0.07,4,675,Yes,0
23.00,female,Bachelor,111020.00,0,RENT,10000.00,MEDICAL,11.01,0.09,4,614,No,1
25.00,male,Bachelor,145085.00,3,RENT,10000.00,DEBTCONSOLIDATION,9.32,0.07,2,576,Yes,0
23.00,male,Associate,145071.00,0,RENT,10000.00,DEBTCONSOLIDATION,11.66,0.07,2,665,Yes,0
24.00,male,Associate,51631.00,2,MORTGAGE,19200.00,DEBTCONSOLIDATION,7.90,0.37,2,584,Yes,0
26.00,male,Associate,147530.00,2,RENT,10000.00,MEDICAL,10.65,0.07,3,677,Yes,0
25.00,male,Associate,51393.00,3,MORTGAGE,3000.00,DEBTCONSOLIDATION,9.91,0.06,4,605,Yes,0
23.00,male,High School,149868.00,3,RENT,10000.00,PERSONAL,14.27,0.07,3,634,Yes,0
22.00,male,High School,51290.00,3,MORTGAGE,10500.00,PERSONAL,14.65,0.2,2,588,Yes,0
26.00,male,Master,150986.00,5,RENT,10000.00,VENTURE,7.49,0.07,2,688,No,0
25.00,male,Bachelor,156761.00,3,RENT,10000.00,HOMEIMPROVEMENT,7.49,0.06,2,539,Yes,0
22.00,female,Bachelor,44126.00,0,MORTGAGE,4000.00,DEBTCONSOLIDATION,12.69,0.09,4,643,No,1
21.00,male,Associate,43929.00,0,MORTGAGE,5000.00,MEDICAL,14.27,0.11,2,618,No,1
25.00,female,Bachelor,51430.00,2,MORTGAGE,12000.00,HOMEIMPROVEMENT,9.91,0.23,2,678,Yes,0
23.00,male,High School,51155.00,0,MORTGAGE,6000.00,PERSONAL,16.77,0.12,3,609,Yes,0
25.00,male,High School,51537.00,0,MORTGAGE,13975.00,VENTURE,8.90,0.27,4,653,Yes,0
25.00,male,High School,159399.00,5,RENT,10000.00,HOMEIMPROVEMENT,12.84,0.06,3,677,Yes,0
22.00,female,Bachelor,50863.00,0,MORTGAGE,15000.00,EDUCATION,13.49,0.29,4,661,No,0
22.00,female,High School,169028.00,0,RENT,10000.00,EDUCATION,9.99,0.06,2,617,No,0
24.00,male,Bachelor,169240.00,1,RENT,10000.00,HOMEIMPROVEMENT,11.14,0.06,2,671,No,0
24.00,female,Master,51480.00,2,MORTGAGE,4900.00,EDUCATION,6.03,0.1,4,634,Yes,0
24.00,male,Associate,51713.00,0,OWN,8000.00,EDUCATION,6.62,0.15,4,610,Yes,0
22.00,female,Associate,51353.00,0,MORTGAGE,5400.00,VENTURE,6.03,0.11,3,575,No,0
22.00,male,Associate,51314.00,2,OWN,4800.00,VENTURE,11.01,0.09,3,629,No,0
26.00,male,Associate,174833.00,3,RENT,10000.00,HOMEIMPROVEMENT,10.99,0.06,3,679,Yes,0
22.00,female,Bachelor,51195.00,2,MORTGAGE,3500.00,VENTURE,9.91,0.07,2,592,Yes,0
24.00,male,Bachelor,51323.00,1,MORTGAGE,8675.00,EDUCATION,7.51,0.17,4,696,No,0
23.00,female,Master,189891.00,3,RENT,10000.00,EDUCATION,12.69,0.05,2,678,No,0
25.00,male,Associate,51567.00,0,OWN,18000.00,EDUCATION,11.01,0.35,2,602,Yes,0
22.00,male,High School,193368.00,0,RENT,10000.00,VENTURE,8.94,0.05,3,549,Yes,0
25.00,male,Bachelor,184808.00,1,RENT,10000.00,DEBTCONSOLIDATION,14.96,0.05,4,701,No,1
24.00,female,High School,199085.00,3,RENT,10000.00,PERSONAL,9.20,0.05,3,666,Yes,0
24.00,female,Bachelor,51243.00,0,MORTGAGE,3125.00,MEDICAL,8.90,0.06,3,586,Yes,0
25.00,male,Associate,211056.00,1,RENT,10000.00,HOMEIMPROVEMENT,15.05,0.05,4,658,No,0
24.00,male,Bachelor,286608.00,2,RENT,10000.00,VENTURE,13.67,0.03,2,664,No,1
22.00,male,Bachelor,51621.00,1,MORTGAGE,9350.00,DEBTCONSOLIDATION,12.69,0.18,2,641,Yes,0
24.00,male,Master,51258.00,2,MORTGAGE,8000.00,VENTURE,6.62,0.16,3,697,No,0
24.00,male,High School,29746.00,2,RENT,9975.00,EDUCATION,11.48,0.34,4,690,No,1
22.00,male,Master,36318.00,0,RENT,9975.00,EDUCATION,11.01,0.27,2,645,No,1
24.00,female,Bachelor,56308.00,3,RENT,9975.00,VENTURE,13.11,0.18,3,720,No,0
22.00,female,High School,72978.00,2,RENT,9975.00,VENTURE,11.48,0.14,4,612,Yes,0
22.00,male,High School,51427.00,0,MORTGAGE,3000.00,MEDICAL,6.03,0.06,2,626,No,0
23.00,female,Associate,78838.00,1,RENT,9975.00,VENTURE,7.51,0.13,2,667,Yes,0
23.00,male,Master,51118.00,0,OWN,6500.00,VENTURE,6.03,0.13,2,679,No,0
22.00,female,Bachelor,87294.00,0,RENT,9975.00,VENTURE,10.99,0.11,3,615,No,0
22.00,male,Master,51395.00,0,OWN,10000.00,PERSONAL,6.03,0.19,2,601,Yes,0
25.00,female,Associate,51493.00,2,MORTGAGE,9100.00,EDUCATION,11.01,0.18,3,565,Yes,0
22.00,female,High School,100458.00,0,RENT,9975.00,DEBTCONSOLIDATION,11.01,0.1,3,592,Yes,0
25.00,male,Master,33237.00,0,RENT,4900.00,VENTURE,14.26,0.15,4,633,No,0
21.00,male,Master,51439.00,0,OWN,5000.00,EDUCATION,17.49,0.1,2,588,Yes,0
22.00,male,Master,32617.00,0,RENT,9900.00,EDUCATION,11.71,0.3,4,690,No,1
22.00,male,Bachelor,36892.00,0,RENT,9875.00,VENTURE,7.29,0.27,3,645,No,1
23.00,male,High School,51190.00,0,MORTGAGE,8000.00,EDUCATION,10.99,0.16,4,585,Yes,0
26.00,male,Associate,34618.00,2,RENT,9800.00,VENTURE,7.29,0.28,4,675,No,1
22.00,female,Associate,40441.00,0,RENT,9800.00,DEBTCONSOLIDATION,11.01,0.24,2,660,No,1
25.00,female,High School,44311.00,3,RENT,9800.00,EDUCATION,10.36,0.22,4,641,Yes,0
23.00,male,Master,58437.00,0,RENT,9800.00,DEBTCONSOLIDATION,7.88,0.17,4,659,No,0
23.00,male,Associate,54050.00,2,RENT,9800.00,EDUCATION,7.51,0.18,2,662,No,1
24.00,male,Associate,51495.00,0,MORTGAGE,12000.00,HOMEIMPROVEMENT,6.99,0.23,3,580,Yes,0
23.00,female,High School,53802.00,1,RENT,9800.00,MEDICAL,13.11,0.18,2,657,No,1
24.00,female,High School,51331.00,1,MORTGAGE,1000.00,PERSONAL,11.49,0.02,4,593,No,0
26.00,female,Associate,44369.00,0,MORTGAGE,11000.00,EDUCATION,10.59,0.25,4,578,No,1
24.00,female,Associate,64962.00,6,RENT,9800.00,HOMEIMPROVEMENT,6.17,0.15,4,613,No,0
23.00,female,Master,72869.00,0,RENT,9800.00,EDUCATION,13.49,0.13,2,707,No,0
22.00,male,Bachelor,72994.00,1,RENT,9800.00,PERSONAL,11.01,0.13,3,713,Yes,0
25.00,male,Bachelor,72979.00,2,RENT,9800.00,PERSONAL,11.01,0.13,3,682,Yes,0
24.00,female,Bachelor,99891.00,1,RENT,9800.00,MEDICAL,7.51,0.1,4,619,No,0
23.00,female,High School,80347.00,3,RENT,9800.00,MEDICAL,15.70,0.12,2,599,No,1
22.00,male,Bachelor,51403.00,0,OWN,7000.00,VENTURE,11.01,0.14,3,590,No,0
26.00,male,High School,112491.00,7,RENT,9800.00,HOMEIMPROVEMENT,10.25,0.09,4,548,Yes,0
25.00,female,Bachelor,51784.00,2,MORTGAGE,7200.00,EDUCATION,14.79,0.14,2,672,Yes,0
26.00,female,Associate,129688.00,1,RENT,9800.00,MEDICAL,8.90,0.08,3,670,Yes,0
23.00,male,Associate,43889.00,5,MORTGAGE,6725.00,HOMEIMPROVEMENT,11.49,0.15,2,670,No,1
21.00,female,High School,51370.00,0,MORTGAGE,7000.00,EDUCATION,15.23,0.14,4,598,Yes,0
23.00,female,Master,44650.00,0,RENT,4900.00,EDUCATION,12.68,0.11,2,660,Yes,0
25.00,female,High School,39805.00,3,RENT,4900.00,MEDICAL,11.49,0.12,2,586,No,1
23.00,female,Bachelor,51087.00,4,RENT,4900.00,EDUCATION,14.72,0.1,4,697,Yes,0
22.00,male,High School,51632.00,1,MORTGAGE,14750.00,EDUCATION,12.99,0.29,4,664,No,0
22.00,male,Master,51261.00,0,MORTGAGE,6000.00,EDUCATION,12.99,0.12,2,702,Yes,0
22.00,male,Master,51757.00,0,MORTGAGE,5000.00,VENTURE,6.99,0.1,4,636,Yes,0
26.00,female,Bachelor,44024.00,4,MORTGAGE,4500.00,HOMEIMPROVEMENT,10.59,0.1,2,673,No,1
23.00,male,Associate,61200.00,0,RENT,4900.00,EDUCATION,8.49,0.08,3,555,Yes,0
21.00,male,High School,61059.00,0,RENT,4900.00,EDUCATION,8.94,0.08,2,587,Yes,0
24.00,male,Bachelor,62822.00,0,RENT,4900.00,MEDICAL,9.99,0.08,3,588,No,0
23.00,male,Associate,65786.00,4,RENT,4900.00,PERSONAL,11.01,0.07,2,670,No,0
23.00,male,Bachelor,51399.00,0,MORTGAGE,8000.00,VENTURE,5.42,0.16,3,569,Yes,0
24.00,male,Bachelor,84777.00,3,RENT,4900.00,PERSONAL,9.99,0.06,2,678,No,0
23.00,male,Associate,51395.00,0,MORTGAGE,12000.00,PERSONAL,15.23,0.23,3,574,Yes,0
21.00,male,High School,51248.00,0,OWN,8000.00,MEDICAL,9.99,0.16,4,568,No,0
24.00,male,High School,89741.00,0,RENT,4900.00,PERSONAL,12.87,0.05,3,666,Yes,0
23.00,male,High School,129423.00,2,RENT,4900.00,DEBTCONSOLIDATION,8.94,0.04,2,642,No,0
25.00,male,Master,16840.00,5,RENT,4950.00,HOMEIMPROVEMENT,9.63,0.29,3,660,No,1
22.00,female,Bachelor,18876.00,0,RENT,4950.00,PERSONAL,8.90,0.26,4,680,No,1
24.00,female,Associate,51218.00,1,MORTGAGE,11000.00,PERSONAL,5.42,0.21,4,675,No,0
24.00,female,Master,51418.00,3,MORTGAGE,10000.00,PERSONAL,7.49,0.19,4,640,Yes,0
24.00,male,Associate,44562.00,0,MORTGAGE,4000.00,MEDICAL,15.23,0.09,3,628,No,1
22.00,female,Associate,41936.00,1,RENT,4975.00,DEBTCONSOLIDATION,7.51,0.12,2,662,No,1
24.00,female,High School,91251.00,5,RENT,4975.00,DEBTCONSOLIDATION,6.76,0.05,4,526,Yes,0
22.00,male,High School,114873.00,2,RENT,4975.00,MEDICAL,6.17,0.04,3,613,Yes,0
23.00,male,Associate,51221.00,0,OWN,6000.00,PERSONAL,5.42,0.12,2,545,Yes,0
23.00,male,Associate,34426.00,3,RENT,5000.00,VENTURE,8.94,0.15,3,675,Yes,0
22.00,female,Associate,34723.00,1,RENT,5000.00,VENTURE,17.51,0.14,4,655,No,1
24.00,male,Associate,51582.00,2,MORTGAGE,1200.00,VENTURE,11.49,0.02,3,611,Yes,0
22.00,female,High School,34711.00,0,RENT,5000.00,MEDICAL,11.01,0.14,3,644,Yes,0
24.00,female,High School,51247.00,4,MORTGAGE,2500.00,HOMEIMPROVEMENT,15.28,0.05,2,582,Yes,0
23.00,female,Associate,34266.00,1,RENT,5000.00,DEBTCONSOLIDATION,13.72,0.15,4,608,No,1
23.00,male,Bachelor,34363.00,3,RENT,5000.00,MEDICAL,11.78,0.15,4,694,No,0
24.00,male,Master,34515.00,0,RENT,5000.00,MEDICAL,7.68,0.14,3,649,No,0
25.00,male,Master,35588.00,3,RENT,5000.00,EDUCATION,8.90,0.14,2,652,No,0
22.00,female,Bachelor,35384.00,0,RENT,5000.00,EDUCATION,6.91,0.14,2,558,Yes,0
23.00,male,Bachelor,35372.00,1,RENT,5000.00,EDUCATION,11.49,0.14,2,636,No,0
23.00,female,Associate,51472.00,1,MORTGAGE,7600.00,MEDICAL,6.00,0.15,2,652,No,0
22.00,male,Bachelor,51491.00,0,MORTGAGE,7050.00,PERSONAL,11.01,0.14,4,607,Yes,0
23.00,female,Associate,35668.00,1,RENT,5000.00,VENTURE,13.11,0.14,3,565,No,0
23.00,male,Master,35579.00,1,RENT,5000.00,EDUCATION,14.84,0.14,2,684,Yes,0
24.00,female,High School,35869.00,0,RENT,5000.00,EDUCATION,10.99,0.14,4,625,Yes,0
23.00,male,Bachelor,36680.00,0,RENT,5000.00,DEBTCONSOLIDATION,7.66,0.14,4,696,Yes,0
22.00,female,Bachelor,36578.00,2,RENT,5000.00,EDUCATION,11.12,0.14,3,475,No,1
21.00,male,Associate,51308.00,1,MORTGAGE,2500.00,DEBTCONSOLIDATION,7.29,0.05,4,681,Yes,0
26.00,male,Associate,36755.00,5,RENT,5000.00,EDUCATION,12.42,0.14,2,546,No,1
25.00,female,High School,36759.00,6,RENT,5000.00,EDUCATION,7.90,0.14,3,604,No,0
24.00,male,High School,51327.00,2,MORTGAGE,22250.00,DEBTCONSOLIDATION,11.11,0.43,3,659,Yes,0
24.00,female,Associate,37077.00,2,RENT,5000.00,DEBTCONSOLIDATION,12.69,0.13,4,580,No,1
26.00,female,Associate,36993.00,3,RENT,5000.00,PERSONAL,11.01,0.14,2,531,Yes,0
23.00,male,Bachelor,44142.00,0,MORTGAGE,10750.00,HOMEIMPROVEMENT,11.01,0.24,3,608,No,1
22.00,male,High School,36924.00,2,RENT,5000.00,EDUCATION,11.01,0.14,2,641,No,0
23.00,male,Associate,37004.00,1,RENT,5000.00,HOMEIMPROVEMENT,12.99,0.14,2,660,No,1
22.00,male,Master,51456.00,0,OWN,9000.00,VENTURE,7.66,0.17,2,685,Yes,0
26.00,male,High School,36914.00,3,RENT,5000.00,MEDICAL,11.01,0.14,2,665,No,0
22.00,male,High School,36844.00,0,RENT,5000.00,HOMEIMPROVEMENT,8.88,0.14,3,614,No,1
23.00,male,High School,37085.00,0,RENT,5000.00,EDUCATION,11.01,0.13,3,568,Yes,0
25.00,male,Associate,36788.00,7,RENT,5000.00,EDUCATION,11.86,0.14,2,655,Yes,0
24.00,female,High School,51193.00,1,OWN,12000.00,VENTURE,7.66,0.23,3,588,Yes,0
22.00,male,Bachelor,36997.00,1,RENT,5000.00,EDUCATION,11.49,0.14,2,602,No,0
23.00,male,Associate,36922.00,0,RENT,5000.00,PERSONAL,11.86,0.14,2,681,Yes,0
21.00,female,High School,36680.00,0,RENT,5000.00,VENTURE,8.59,0.14,2,632,Yes,0
21.00,male,Associate,37091.00,1,RENT,5000.00,PERSONAL,14.96,0.13,2,633,No,1
25.00,male,Master,51653.00,1,MORTGAGE,3250.00,HOMEIMPROVEMENT,10.00,0.06,3,680,No,0
21.00,female,Master,37085.00,0,RENT,5000.00,VENTURE,13.92,0.13,4,552,Yes,0
24.00,male,Associate,36848.00,1,RENT,5000.00,EDUCATION,11.14,0.14,2,608,Yes,0
21.00,female,Bachelor,44105.00,3,MORTGAGE,14000.00,EDUCATION,6.54,0.32,4,625,No,1
26.00,female,Bachelor,37393.00,4,RENT,5000.00,DEBTCONSOLIDATION,14.42,0.13,4,597,No,1
23.00,female,High School,36775.00,1,RENT,5000.00,PERSONAL,11.59,0.14,4,652,Yes,0
22.00,male,Associate,37004.00,0,RENT,5000.00,EDUCATION,10.33,0.14,3,624,No,0
23.00,male,High School,37522.00,2,RENT,5000.00,EDUCATION,11.12,0.13,2,660,No,0
25.00,female,Associate,51138.00,0,MORTGAGE,10000.00,HOMEIMPROVEMENT,5.42,0.2,2,641,Yes,0
22.00,male,High School,51316.00,0,OWN,12000.00,EDUCATION,11.01,0.23,4,642,Yes,0
22.00,male,High School,38133.00,0,RENT,5000.00,VENTURE,10.00,0.13,2,645,Yes,0
23.00,male,Master,51510.00,2,MORTGAGE,1500.00,VENTURE,6.17,0.03,3,607,Yes,0
26.00,female,High School,37917.00,6,RENT,5000.00,EDUCATION,14.96,0.13,3,680,No,0
22.00,female,Associate,38048.00,0,RENT,5000.00,MEDICAL,10.62,0.13,4,621,Yes,0
25.00,female,Bachelor,37962.00,2,RENT,5000.00,PERSONAL,8.94,0.13,2,565,Yes,0
26.00,female,Bachelor,38438.00,1,RENT,5000.00,EDUCATION,8.63,0.13,2,684,Yes,0
22.00,female,High School,38629.00,0,RENT,5000.00,PERSONAL,7.51,0.13,3,640,Yes,0
25.00,female,High School,51130.00,0,MORTGAGE,3500.00,VENTURE,10.36,0.07,2,557,No,0
23.00,male,Bachelor,39310.00,2,RENT,5000.00,DEBTCONSOLIDATION,8.00,0.13,3,640,Yes,0
23.00,male,High School,51728.00,4,MORTGAGE,11000.00,EDUCATION,6.54,0.21,3,521,Yes,0
21.00,female,High School,51200.00,3,OWN,12250.00,VENTURE,8.88,0.24,4,616,Yes,0
25.00,male,High School,39810.00,0,RENT,5000.00,VENTURE,14.27,0.13,4,622,No,1
23.00,male,High School,39650.00,0,RENT,5000.00,HOMEIMPROVEMENT,12.69,0.13,4,690,No,1
26.00,male,Associate,39797.00,5,RENT,5000.00,VENTURE,6.03,0.13,2,658,Yes,0
22.00,male,Bachelor,44476.00,2,MORTGAGE,7000.00,DEBTCONSOLIDATION,14.84,0.16,3,595,No,1
23.00,female,High School,39173.00,2,RENT,5000.00,DEBTCONSOLIDATION,14.79,0.13,2,622,Yes,0
24.00,male,High School,51410.00,0,MORTGAGE,9250.00,VENTURE,11.12,0.18,4,679,Yes,0
26.00,female,Master,39344.00,6,RENT,5000.00,DEBTCONSOLIDATION,7.49,0.13,2,709,No,0
24.00,male,Bachelor,39527.00,1,RENT,5000.00,MEDICAL,11.01,0.13,3,649,No,0
26.00,male,Bachelor,39103.00,6,RENT,5000.00,PERSONAL,12.53,0.13,3,651,No,0
21.00,male,Bachelor,39303.00,0,RENT,5000.00,EDUCATION,7.68,0.13,4,647,Yes,0
24.00,female,High School,39265.00,5,RENT,5000.00,DEBTCONSOLIDATION,13.23,0.13,2,572,No,0
25.00,male,Bachelor,39411.00,1,RENT,5000.00,DEBTCONSOLIDATION,14.35,0.13,3,593,No,0
24.00,male,Bachelor,51384.00,2,MORTGAGE,12000.00,PERSONAL,10.38,0.23,4,657,No,0
23.00,male,High School,39546.00,0,RENT,5000.00,MEDICAL,11.01,0.13,2,624,Yes,0
24.00,male,Associate,51435.00,2,MORTGAGE,4200.00,MEDICAL,13.23,0.08,2,656,Yes,0
24.00,female,High School,44092.00,4,MORTGAGE,6000.00,HOMEIMPROVEMENT,7.14,0.14,4,646,No,1
22.00,female,High School,40373.00,0,RENT,5000.00,PERSONAL,13.48,0.12,3,615,No,0
22.00,female,Associate,40530.00,3,RENT,5000.00,DEBTCONSOLIDATION,14.61,0.12,3,484,No,1
26.00,male,Associate,40177.00,5,RENT,5000.00,MEDICAL,12.69,0.12,4,665,No,0
26.00,male,Associate,44195.00,0,MORTGAGE,6000.00,HOMEIMPROVEMENT,11.49,0.14,2,682,No,1
23.00,female,High School,40514.00,1,RENT,5000.00,PERSONAL,10.62,0.12,2,643,Yes,0
23.00,female,Bachelor,51540.00,2,MORTGAGE,11000.00,DEBTCONSOLIDATION,7.88,0.21,2,631,Yes,0
22.00,female,High School,40688.00,0,RENT,5000.00,DEBTCONSOLIDATION,10.25,0.12,4,590,Yes,0
24.00,female,High School,40716.00,2,RENT,5000.00,MEDICAL,11.01,0.12,3,682,No,0
21.00,female,Bachelor,40299.00,0,RENT,5000.00,EDUCATION,12.84,0.12,2,611,Yes,0
24.00,female,Bachelor,51560.00,3,OWN,3000.00,MEDICAL,7.51,0.06,2,695,No,0
23.00,female,Bachelor,40675.00,3,RENT,5000.00,PERSONAL,11.01,0.12,4,672,No,0
26.00,male,Bachelor,40990.00,5,RENT,5000.00,DEBTCONSOLIDATION,14.11,0.12,4,660,No,1
23.00,female,High School,41638.00,1,RENT,5000.00,VENTURE,13.49,0.12,4,681,No,0
21.00,male,High School,41066.00,0,RENT,5000.00,EDUCATION,13.49,0.12,3,599,Yes,0
21.00,male,Associate,51296.00,0,MORTGAGE,13750.00,EDUCATION,11.36,0.27,4,596,No,0
21.00,male,Bachelor,41512.00,0,RENT,5000.00,PERSONAL,12.18,0.12,3,633,No,0
25.00,female,High School,41912.00,5,RENT,5000.00,VENTURE,9.38,0.12,3,663,No,0
24.00,male,Associate,51384.00,0,MORTGAGE,8500.00,MEDICAL,7.51,0.17,4,649,Yes,0
25.00,male,Bachelor,42112.00,2,RENT,5000.00,VENTURE,11.01,0.12,2,685,Yes,0
23.00,male,Associate,41795.00,0,RENT,5000.00,VENTURE,7.88,0.12,4,638,No,0
21.00,male,High School,51095.00,0,MORTGAGE,3500.00,EDUCATION,7.51,0.07,2,640,Yes,0
22.00,female,Bachelor,41695.00,0,RENT,5000.00,DEBTCONSOLIDATION,8.00,0.12,4,571,Yes,0
25.00,male,Master,42545.00,3,RENT,5000.00,VENTURE,13.49,0.12,4,692,Yes,0
22.00,male,Master,42137.00,0,RENT,5000.00,VENTURE,11.01,0.12,4,658,Yes,0
23.00,female,Master,42777.00,0,RENT,5000.00,HOMEIMPROVEMENT,10.99,0.12,2,600,No,1
23.00,male,Master,51519.00,3,MORTGAGE,10000.00,EDUCATION,14.59,0.19,2,590,Yes,0
24.00,female,Associate,42643.00,2,RENT,5000.00,DEBTCONSOLIDATION,11.49,0.12,3,581,No,0
22.00,female,High School,42977.00,0,RENT,5000.00,PERSONAL,11.01,0.12,3,659,Yes,0
24.00,male,High School,42714.00,2,RENT,5000.00,MEDICAL,11.71,0.12,3,635,Yes,0
25.00,male,Master,42749.00,0,RENT,5000.00,MEDICAL,11.71,0.12,2,589,Yes,0
21.00,male,High School,42848.00,0,RENT,5000.00,MEDICAL,10.65,0.12,3,588,Yes,0
22.00,female,Associate,43002.00,2,RENT,5000.00,MEDICAL,11.71,0.12,2,667,Yes,0
23.00,female,Associate,42999.00,2,RENT,5000.00,PERSONAL,6.99,0.12,2,660,Yes,0
26.00,male,Bachelor,35609.00,4,RENT,5000.00,MEDICAL,12.99,0.14,2,661,No,1
25.00,male,High School,44189.00,3,MORTGAGE,10000.00,MEDICAL,11.01,0.23,2,615,No,1
23.00,male,Bachelor,51544.00,2,MORTGAGE,5200.00,EDUCATION,10.25,0.1,4,589,Yes,0
