age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status,loan_status_label
23.0,Male,Master,102937.0,0,Rent,12000.0,Venture,13.16,0.12,4,714,Yes,0,Non-Default
22.0,Male,Associate,105535.0,0,Mortgage,8000.0,Venture,5.79,0.08,3,587,Yes,0,Non-Default
21.0,Female,Bachelor,102820.0,0,Rent,12000.0,Venture,11.97,0.12,2,668,Yes,0,Non-Default
23.0,Female,Master,105970.0,1,Mortgage,10000.0,Education,7.29,0.09,4,652,Yes,0,Non-Default
24.0,Male,Master,104219.0,4,Rent,12000.0,Home Improvement,10.65,0.12,3,729,No,0,Non-Default
24.0,Male,Master,105273.0,1,Mortgage,10000.0,Medical,10.36,0.09,3,665,No,0,Non-Default
26.0,Female,Bachelor,104483.0,2,Rent,12000.0,Education,12.99,0.11,2,659,Yes,0,Non-Default
25.0,Male,High School,105422.0,5,Mortgage,7000.0,Home Improvement,7.51,0.07,4,578,Yes,0,Non-Default
23.0,Male,Bachelor,105254.0,2,Mortgage,15000.0,Debt Consolidation,14.35,0.14,2,559,Yes,0,Non-Default
24.0,Male,High School,105630.0,1,Rent,12000.0,Venture,8.88,0.11,3,619,Yes,0,Non-Default
24.0,Male,Bachelor,106016.0,3,Rent,12000.0,Debt Consolidation,12.68,0.11,4,668,Yes,0,Non-Default
23.0,Male,Master,105194.0,0,Mortgage,12000.0,Education,12.73,0.11,2,597,Yes,0,Non-Default
26.0,Male,High School,106657.0,4,Rent,12000.0,Personal,12.42,0.11,2,525,Yes,0,Non-Default
22.0,Male,Bachelor,105534.0,0,Mortgage,1500.0,Education,10.99,0.01,4,682,Yes,0,Non-Default
26.0,Male,Bachelor,105407.0,6,Mortgage,25000.0,Debt Consolidation,12.73,0.24,2,694,Yes,0,Non-Default
26.0,Male,Bachelor,105380.0,3,Mortgage,15000.0,Debt Consolidation,10.62,0.14,2,672,Yes,0,Non-Default
24.0,Male,High School,105608.0,0,Mortgage,25000.0,Home Improvement,10.99,0.24,2,610,Yes,0,Non-Default
24.0,Male,Bachelor,105383.0,1,Mortgage,12000.0,Home Improvement,8.59,0.11,3,609,Yes,0,Non-Default
22.0,Female,Bachelor,44365.0,0,Own,14500.0,Education,10.99,0.33,3,678,Yes,0,Non-Default
23.0,Male,High School,104997.0,2,Mortgage,25000.0,Personal,14.96,0.24,2,539,No,0,Non-Default
24.0,Male,High School,44310.0,1,Own,12000.0,Medical,11.01,0.27,3,627,Yes,0,Non-Default
23.0,Female,High School,77314.0,0,Mortgage,15000.0,Medical,12.87,0.19,4,599,No,1,Default
25.0,Male,Bachelor,105467.0,0,Own,5500.0,Education,14.61,0.05,2,506,Yes,0,Non-Default
22.0,Female,High School,105455.0,0,Own,10000.0,Education,8.59,0.09,3,537,No,0,Non-Default
25.0,Male,Bachelor,105277.0,3,Mortgage,13000.0,Medical,11.26,0.12,3,660,Yes,0,Non-Default
23.0,Male,Bachelor,105468.0,0,Mortgage,10000.0,Education,11.01,0.09,4,652,Yes,0,Non-Default
26.0,Male,Master,105414.0,4,Mortgage,1000.0,Venture,11.89,0.01,3,658,Yes,0,Non-Default
22.0,Female,Associate,105779.0,0,Mortgage,8000.0,Personal,12.21,0.08,4,670,Yes,0,Non-Default
24.0,Male,High School,44243.0,0,Own,4000.0,Venture,13.06,0.09,3,691,No,0,Non-Default
24.0,Female,High School,109135.0,0,Rent,12000.0,Personal,9.91,0.11,2,638,No,0,Non-Default
23.0,Male,Bachelor,106005.0,0,Mortgage,3500.0,Education,9.32,0.03,3,677,Yes,0,Non-Default
26.0,Male,Master,105578.0,3,Mortgage,15000.0,Home Improvement,14.74,0.14,3,699,No,0,Non-Default
23.0,Male,Master,105221.0,0,Mortgage,7500.0,Personal,11.28,0.07,2,695,No,0,Non-Default
26.0,Male,High School,109257.0,4,Rent,12000.0,Education,11.01,0.11,3,639,Yes,0,Non-Default
23.0,Female,Master,108816.0,2,Rent,12000.0,Medical,8.9,0.11,3,652,Yes,0,Non-Default
23.0,Male,High School,44155.0,2,Own,5500.0,Education,5.42,0.12,2,628,No,0,Non-Default
23.0,Male,Master,105412.0,0,Mortgage,10000.0,Venture,6.92,0.09,3,596,No,0,Non-Default
24.0,Male,Associate,106151.0,0,Mortgage,12000.0,Venture,5.42,0.11,2,555,Yes,0,Non-Default
26.0,Male,Master,105551.0,2,Mortgage,9600.0,Medical,5.99,0.09,4,717,No,0,Non-Default
26.0,Female,Bachelor,105989.0,3,Mortgage,6000.0,Venture,10.28,0.06,4,635,No,0,Non-Default
22.0,Male,High School,109113.0,2,Rent,12000.0,Personal,12.42,0.11,4,650,Yes,0,Non-Default
23.0,Female,Associate,44267.0,0,Own,8000.0,Venture,15.65,0.18,4,508,Yes,0,Non-Default
21.0,Male,Bachelor,106128.0,0,Own,12000.0,Education,11.01,0.11,2,614,No,0,Non-Default
25.0,Male,Associate,94579.0,5,Rent,12000.0,Personal,14.09,0.13,3,651,No,1,Default
22.0,Female,Associate,108875.0,1,Rent,12000.0,Venture,5.79,0.11,2,618,No,0,Non-Default
22.0,Male,Associate,108948.0,0,Rent,12000.0,Venture,11.01,0.11,4,687,No,0,Non-Default
24.0,Female,Master,105769.0,3,Mortgage,10000.0,Medical,6.17,0.09,4,686,Yes,0,Non-Default
21.0,Male,Associate,106129.0,0,Mortgage,25000.0,Personal,13.98,0.24,3,672,Yes,0,Non-Default
23.0,Female,Bachelor,106415.0,1,Mortgage,1600.0,Personal,9.88,0.02,2,702,No,0,Non-Default
26.0,Male,Master,105892.0,3,Other,7500.0,Venture,15.05,0.07,2,634,Yes,0,Non-Default
24.0,Male,Bachelor,106083.0,5,Own,7000.0,Venture,8.88,0.07,3,502,Yes,0,Non-Default
21.0,Male,Bachelor,105896.0,0,Mortgage,12000.0,Education,5.99,0.11,2,502,Yes,0,Non-Default
24.0,Male,High School,105861.0,3,Mortgage,3600.0,Education,11.86,0.03,4,566,Yes,0,Non-Default
24.0,Male,Associate,105698.0,0,Mortgage,10000.0,Venture,13.49,0.09,3,649,Yes,0,Non-Default
24.0,Male,Bachelor,106053.0,4,Mortgage,3000.0,Education,5.99,0.03,2,568,Yes,0,Non-Default
23.0,Female,Bachelor,105729.0,2,Mortgage,20000.0,Medical,13.35,0.19,4,664,No,0,Non-Default
24.0,Male,High School,105879.0,0,Mortgage,14400.0,Home Improvement,11.01,0.14,2,675,No,0,Non-Default
24.0,Male,Bachelor,106440.0,4,Mortgage,25000.0,Home Improvement,10.25,0.23,4,618,Yes,0,Non-Default
26.0,Male,High School,106677.0,4,Mortgage,12000.0,Education,5.79,0.11,4,580,Yes,0,Non-Default
24.0,Male,Bachelor,106473.0,2,Mortgage,7000.0,Personal,11.99,0.07,4,620,Yes,0,Non-Default
26.0,Male,Bachelor,106576.0,0,Mortgage,8000.0,Debt Consolidation,6.91,0.08,3,698,No,0,Non-Default
22.0,Male,Bachelor,108930.0,0,Rent,12000.0,Debt Consolidation,8.94,0.11,3,676,Yes,0,Non-Default
25.0,Male,Bachelor,108931.0,4,Rent,12000.0,Home Improvement,11.48,0.11,3,615,No,0,Non-Default
22.0,Female,Master,106677.0,0,Mortgage,16000.0,Personal,11.71,0.15,3,673,No,0,Non-Default
24.0,Male,Master,106342.0,4,Mortgage,6000.0,Medical,9.91,0.06,2,640,No,0,Non-Default
26.0,Male,High School,108787.0,5,Rent,12000.0,Medical,9.38,0.11,3,653,No,0,Non-Default
23.0,Male,Master,106589.0,0,Mortgage,12000.0,Medical,11.01,0.11,2,673,Yes,0,Non-Default
23.0,Female,Bachelor,106572.0,3,Mortgage,12475.0,Venture,6.03,0.12,4,618,No,0,Non-Default
23.0,Female,Bachelor,106704.0,0,Mortgage,2700.0,Venture,7.9,0.03,4,655,Yes,0,Non-Default
23.0,Male,Bachelor,106607.0,1,Mortgage,15000.0,Venture,12.42,0.14,2,649,Yes,0,Non-Default
23.0,Male,Bachelor,110768.0,1,Rent,12000.0,Debt Consolidation,5.42,0.11,3,666,Yes,0,Non-Default
24.0,Female,High School,106245.0,2,Mortgage,8000.0,Personal,5.99,0.08,4,615,No,0,Non-Default
25.0,Male,Master,111182.0,3,Rent,12000.0,Home Improvement,13.43,0.11,3,545,Yes,0,Non-Default
24.0,Female,High School,91725.0,2,Mortgage,12000.0,Venture,11.01,0.13,4,546,No,1,Default
24.0,Male,Master,111759.0,2,Rent,12000.0,Venture,14.46,0.11,2,615,Yes,0,Non-Default
24.0,Male,High School,112094.0,3,Rent,12000.0,Home Improvement,7.51,0.11,3,683,No,0,Non-Default
22.0,Male,Bachelor,106506.0,0,Mortgage,5000.0,Education,11.11,0.05,4,584,Yes,0,Non-Default
26.0,Male,Bachelor,111684.0,2,Rent,12000.0,Debt Consolidation,11.71,0.11,3,576,Yes,0,Non-Default
23.0,Female,High School,106285.0,0,Mortgage,18150.0,Medical,12.68,0.17,2,597,Yes,0,Non-Default
25.0,Female,Associate,112370.0,4,Rent,12000.0,Education,11.01,0.11,3,499,Yes,0,Non-Default
24.0,Female,High School,106533.0,1,Mortgage,25000.0,Home Improvement,14.54,0.23,2,518,Yes,0,Non-Default
26.0,Male,Associate,106501.0,2,Mortgage,3800.0,Home Improvement,6.54,0.04,2,588,No,0,Non-Default
24.0,Female,Associate,114721.0,0,Rent,12000.0,Education,11.89,0.1,4,677,No,0,Non-Default
23.0,Male,Bachelor,100649.0,3,Rent,12000.0,Debt Consolidation,17.27,0.12,4,621,No,1,Default
26.0,Female,High School,106526.0,6,Mortgage,10000.0,Education,7.88,0.09,2,622,No,0,Non-Default
23.0,Female,Associate,114877.0,2,Rent,12000.0,Debt Consolidation,11.71,0.1,3,578,Yes,0,Non-Default
23.0,Female,High School,106467.0,1,Mortgage,10000.0,Education,7.51,0.09,2,645,Yes,0,Non-Default
26.0,Female,High School,115120.0,3,Rent,12000.0,Debt Consolidation,10.65,0.1,4,598,Yes,0,Non-Default
26.0,Female,Associate,114925.0,0,Rent,12000.0,Venture,8.49,0.1,4,659,No,0,Non-Default
23.0,Female,Associate,114686.0,3,Rent,12000.0,Education,9.63,0.1,4,523,Yes,0,Non-Default
23.0,Female,Bachelor,106613.0,0,Mortgage,10000.0,Medical,8.94,0.09,2,598,Yes,0,Non-Default
24.0,Male,High School,114931.0,0,Rent,12000.0,Personal,7.88,0.1,3,669,No,0,Non-Default
22.0,Male,Master,106494.0,2,Mortgage,15000.0,Venture,11.83,0.14,4,663,No,0,Non-Default
25.0,Female,Associate,106462.0,3,Mortgage,11000.0,Medical,11.14,0.1,4,631,No,0,Non-Default
22.0,Male,High School,85380.0,0,Rent,12000.0,Medical,15.68,0.14,3,659,No,1,Default
25.0,Female,Bachelor,116093.0,4,Rent,12000.0,Home Improvement,9.99,0.1,4,664,No,0,Non-Default
25.0,Female,Associate,116433.0,1,Rent,12000.0,Venture,11.99,0.1,3,660,Yes,0,Non-Default
23.0,Male,High School,106443.0,0,Mortgage,6625.0,Medical,11.22,0.06,3,567,Yes,0,Non-Default
22.0,Female,Bachelor,116288.0,0,Rent,12000.0,Debt Consolidation,13.61,0.1,3,699,No,0,Non-Default
25.0,Female,Associate,106769.0,1,Mortgage,15000.0,Education,13.49,0.14,3,519,Yes,0,Non-Default
26.0,Male,Doctorate,106638.0,3,Mortgage,3000.0,Home Improvement,10.59,0.03,4,709,No,0,Non-Default
22.0,Male,Master,106685.0,0,Mortgage,21000.0,Debt Consolidation,6.17,0.2,2,588,Yes,0,Non-Default
22.0,Female,High School,107046.0,3,Mortgage,19000.0,Venture,14.61,0.18,3,592,Yes,0,Non-Default
23.0,Male,Bachelor,92575.0,0,Mortgage,15000.0,Debt Consolidation,11.89,0.16,2,605,No,1,Default
24.0,Male,High School,107319.0,0,Own,24000.0,Medical,11.01,0.22,2,600,Yes,0,Non-Default
23.0,Male,Associate,106814.0,1,Mortgage,5000.0,Education,13.99,0.05,4,665,No,0,Non-Default
23.0,Female,High School,107008.0,0,Mortgage,12000.0,Education,7.51,0.11,4,593,Yes,0,Non-Default
24.0,Female,Associate,121085.0,1,Rent,12000.0,Home Improvement,7.9,0.1,2,601,No,0,Non-Default
26.0,Male,Bachelor,107062.0,6,Mortgage,10000.0,Education,8.59,0.09,4,638,No,0,Non-Default
25.0,Female,Master,121074.0,4,Rent,12000.0,Venture,9.91,0.1,3,619,Yes,0,Non-Default
22.0,Female,High School,107202.0,0,Mortgage,3000.0,Personal,5.79,0.03,3,596,Yes,0,Non-Default
24.0,Male,Associate,107342.0,6,Mortgage,10000.0,Personal,11.49,0.09,4,651,Yes,0,Non-Default
22.0,Female,High School,107286.0,0,Mortgage,24000.0,Debt Consolidation,6.62,0.22,3,535,No,0,Non-Default
25.0,Male,Associate,107466.0,1,Mortgage,3000.0,Medical,6.62,0.03,2,636,Yes,0,Non-Default
23.0,Female,Master,92978.0,0,Mortgage,7200.0,Education,20.0,0.08,2,646,No,1,Default
26.0,Male,High School,107335.0,2,Mortgage,10000.0,Medical,11.36,0.09,3,537,Yes,0,Non-Default
25.0,Male,Bachelor,93329.0,5,Mortgage,15000.0,Debt Consolidation,14.96,0.16,2,608,No,1,Default
22.0,Female,High School,107593.0,0,Mortgage,29000.0,Education,15.65,0.27,2,655,Yes,0,Non-Default
22.0,Female,Master,107757.0,0,Mortgage,12600.0,Debt Consolidation,7.66,0.12,3,696,No,0,Non-Default
26.0,Male,Associate,107387.0,1,Mortgage,19200.0,Medical,14.65,0.18,4,680,No,0,Non-Default
26.0,Male,Bachelor,107788.0,3,Own,5000.0,Medical,11.83,0.05,4,659,Yes,0,Non-Default
24.0,Male,High School,79331.0,0,Mortgage,5000.0,Medical,16.77,0.06,4,601,No,1,Default
24.0,Male,Master,107789.0,1,Own,15000.0,Home Improvement,17.58,0.14,4,628,Yes,0,Non-Default
23.0,Male,Bachelor,121099.0,2,Rent,12000.0,Education,13.57,0.1,3,582,No,0,Non-Default
23.0,Male,Bachelor,106660.0,0,Rent,12000.0,Personal,14.61,0.11,4,649,No,1,Default
25.0,Female,Bachelor,107890.0,2,Mortgage,14000.0,Medical,7.49,0.13,2,654,Yes,0,Non-Default
25.0,Male,High School,94608.0,2,Rent,12000.0,Medical,16.4,0.13,4,665,No,1,Default
22.0,Male,Bachelor,108077.0,0,Mortgage,20000.0,Venture,10.99,0.19,4,672,No,0,Non-Default
26.0,Male,High School,125581.0,3,Rent,12000.0,Personal,12.21,0.1,3,512,Yes,0,Non-Default
25.0,Male,Bachelor,93065.0,4,Mortgage,14500.0,Home Improvement,15.95,0.16,2,649,No,1,Default
26.0,Female,Associate,107787.0,4,Mortgage,8000.0,Home Improvement,10.99,0.07,2,664,No,0,Non-Default
23.0,Male,Associate,126814.0,2,Rent,12000.0,Education,12.61,0.09,2,735,No,0,Non-Default
24.0,Male,Bachelor,107408.0,0,Mortgage,25000.0,Medical,13.11,0.23,3,628,Yes,0,Non-Default
25.0,Male,High School,112249.0,3,Rent,12000.0,Debt Consolidation,13.12,0.11,2,655,No,1,Default
24.0,Female,Associate,133199.0,1,Rent,12000.0,Personal,7.9,0.09,2,636,No,0,Non-Default
22.0,Male,Associate,107919.0,0,Mortgage,16000.0,Personal,13.22,0.15,4,562,Yes,0,Non-Default
25.0,Male,Associate,132827.0,6,Rent,12000.0,Home Improvement,12.23,0.09,2,624,No,0,Non-Default
26.0,Male,Master,132741.0,1,Rent,12000.0,Home Improvement,7.88,0.09,2,636,No,0,Non-Default
26.0,Male,Associate,132597.0,0,Rent,12000.0,Venture,11.01,0.09,2,650,Yes,0,Non-Default
25.0,Female,Master,107656.0,0,Mortgage,4500.0,Medical,11.01,0.04,3,617,Yes,0,Non-Default
26.0,Male,Bachelor,108141.0,6,Mortgage,5800.0,Education,11.97,0.05,2,670,No,0,Non-Default
21.0,Male,Master,134176.0,0,Rent,12000.0,Personal,13.11,0.09,2,621,Yes,0,Non-Default
26.0,Male,Associate,135842.0,2,Rent,12000.0,Education,13.49,0.09,4,557,Yes,0,Non-Default
23.0,Male,Associate,108267.0,1,Mortgage,18000.0,Education,7.9,0.17,4,668,Yes,0,Non-Default
24.0,Male,Bachelor,136392.0,2,Rent,12000.0,Debt Consolidation,7.49,0.09,2,589,No,0,Non-Default
22.0,Female,Bachelor,108171.0,1,Mortgage,8000.0,Venture,5.79,0.07,4,544,Yes,0,Non-Default
26.0,Female,Associate,139424.0,3,Rent,12000.0,Venture,10.99,0.09,3,636,No,0,Non-Default
24.0,Male,Bachelor,138831.0,1,Rent,12000.0,Education,6.54,0.09,3,572,Yes,0,Non-Default
22.0,Male,High School,143946.0,0,Rent,12000.0,Debt Consolidation,10.36,0.08,2,566,Yes,0,Non-Default
23.0,Female,Associate,145011.0,1,Rent,12000.0,Education,11.71,0.08,4,612,Yes,0,Non-Default
25.0,Male,Bachelor,144842.0,1,Rent,12000.0,Venture,11.01,0.08,4,645,No,0,Non-Default
25.0,Female,Bachelor,108724.0,1,Mortgage,9000.0,Venture,11.11,0.08,4,666,No,0,Non-Default
22.0,Male,Associate,108800.0,1,Mortgage,20000.0,Debt Consolidation,12.53,0.18,2,667,Yes,0,Non-Default
24.0,Female,Bachelor,94546.0,4,Mortgage,24000.0,Venture,15.96,0.25,4,708,No,1,Default
25.0,Female,Master,145131.0,0,Rent,12000.0,Personal,9.01,0.08,2,708,No,0,Non-Default
25.0,Female,Bachelor,148934.0,5,Rent,12000.0,Education,9.63,0.08,2,700,Yes,0,Non-Default
25.0,Female,Master,148653.0,3,Rent,12000.0,Medical,10.75,0.08,2,670,No,0,Non-Default
23.0,Female,Associate,109477.0,3,Mortgage,20000.0,Personal,14.65,0.18,3,590,Yes,0,Non-Default
26.0,Female,Bachelor,150673.0,6,Rent,12000.0,Medical,6.99,0.08,4,632,Yes,0,Non-Default
25.0,Male,High School,43896.0,2,Own,2400.0,Venture,12.21,0.05,2,620,No,0,Non-Default
22.0,Female,Master,43799.0,0,Own,14000.0,Education,11.26,0.32,4,573,Yes,0,Non-Default
23.0,Female,High School,136650.0,1,Rent,12000.0,Personal,15.28,0.09,3,681,No,1,Default
26.0,Female,Associate,108802.0,6,Mortgage,6000.0,Education,9.91,0.06,3,654,No,0,Non-Default
24.0,Male,Associate,80413.0,3,Mortgage,30000.0,Medical,19.42,0.37,3,611,No,1,Default
23.0,Female,Bachelor,44260.0,1,Own,12000.0,Medical,12.53,0.27,2,674,Yes,0,Non-Default
25.0,Male,Associate,109378.0,4,Mortgage,7750.0,Education,7.51,0.07,4,669,Yes,0,Non-Default
23.0,Male,Master,108686.0,0,Mortgage,4000.0,Debt Consolidation,10.65,0.04,3,713,Yes,0,Non-Default
25.0,Male,Associate,109064.0,5,Mortgage,15000.0,Medical,12.42,0.14,2,584,No,0,Non-Default
23.0,Male,Master,153507.0,2,Rent,12000.0,Venture,10.37,0.08,4,654,No,0,Non-Default
23.0,Female,Bachelor,109350.0,0,Mortgage,3600.0,Debt Consolidation,12.69,0.03,3,660,No,0,Non-Default
22.0,Female,High School,108766.0,0,Mortgage,14300.0,Personal,6.03,0.13,4,626,Yes,0,Non-Default
26.0,Male,Bachelor,94476.0,2,Mortgage,14000.0,Education,9.91,0.15,4,565,No,1,Default
24.0,Female,High School,108745.0,0,Mortgage,35000.0,Education,10.65,0.32,3,536,Yes,0,Non-Default
25.0,Male,Bachelor,44016.0,3,Own,11200.0,Education,9.76,0.25,4,673,No,0,Non-Default
25.0,Female,High School,109105.0,0,Mortgage,9500.0,Medical,11.71,0.09,4,629,No,0,Non-Default
26.0,Male,High School,157041.0,3,Rent,12000.0,Education,14.22,0.08,2,515,Yes,0,Non-Default
25.0,Female,Bachelor,109385.0,1,Mortgage,18000.0,Home Improvement,9.91,0.16,2,636,No,0,Non-Default
26.0,Male,Associate,164467.0,7,Rent,12000.0,Personal,14.72,0.07,2,687,Yes,0,Non-Default
22.0,Male,Bachelor,94568.0,0,Mortgage,25000.0,Home Improvement,16.77,0.26,2,674,No,1,Default
23.0,Female,Associate,168782.0,1,Rent,12000.0,Debt Consolidation,11.12,0.07,3,674,Yes,0,Non-Default
22.0,Male,Master,44290.0,0,Own,3250.0,Education,7.75,0.07,4,674,Yes,0,Non-Default
25.0,Male,Associate,108859.0,1,Mortgage,3600.0,Personal,7.9,0.03,2,648,Yes,0,Non-Default
24.0,Female,Master,109161.0,4,Mortgage,13000.0,Medical,12.42,0.12,3,616,No,0,Non-Default
26.0,Female,Doctorate,181398.0,5,Rent,12000.0,Personal,7.9,0.07,3,712,No,0,Non-Default
23.0,Male,Master,109071.0,0,Mortgage,3000.0,Personal,6.03,0.03,4,661,No,0,Non-Default
24.0,Male,Master,109009.0,6,Mortgage,12000.0,Venture,7.51,0.11,3,699,No,0,Non-Default
23.0,Female,High School,108999.0,0,Mortgage,15000.0,Personal,6.03,0.14,3,638,No,0,Non-Default
24.0,Male,Bachelor,151319.0,2,Rent,12000.0,Medical,14.27,0.08,2,703,No,1,Default
24.0,Male,Associate,109194.0,0,Mortgage,8000.0,Personal,9.91,0.07,4,653,Yes,0,Non-Default
23.0,Female,Master,108981.0,0,Mortgage,12000.0,Debt Consolidation,11.01,0.11,3,665,Yes,0,Non-Default
24.0,Male,High School,43808.0,3,Own,13000.0,Education,5.79,0.3,2,628,Yes,0,Non-Default
22.0,Female,Master,109090.0,1,Mortgage,16000.0,Education,6.03,0.15,4,619,Yes,0,Non-Default
23.0,Female,Master,204963.0,2,Rent,12000.0,Education,11.11,0.06,2,611,Yes,0,Non-Default
25.0,Male,High School,108959.0,7,Mortgage,9000.0,Education,12.69,0.08,3,527,No,0,Non-Default
24.0,Female,Bachelor,108908.0,0,Mortgage,20000.0,Venture,7.9,0.18,3,578,Yes,0,Non-Default
25.0,Male,Associate,80400.0,1,Mortgage,20000.0,Medical,15.27,0.25,4,594,No,1,Default
26.0,Female,Bachelor,108999.0,0,Mortgage,10000.0,Debt Consolidation,6.62,0.09,4,688,No,0,Non-Default
23.0,Female,Associate,252973.0,0,Rent,12000.0,Education,10.59,0.05,2,620,Yes,0,Non-Default
25.0,Female,Master,271040.0,1,Rent,12000.0,Education,16.49,0.04,2,651,No,0,Non-Default
23.0,Male,High School,109180.0,0,Own,35000.0,Medical,8.9,0.32,4,576,Yes,0,Non-Default
24.0,Female,Bachelor,108678.0,3,Mortgage,4300.0,Home Improvement,7.9,0.04,4,658,No,0,Non-Default
22.0,Male,High School,109240.0,0,Mortgage,7000.0,Medical,11.01,0.06,2,636,Yes,0,Non-Default
21.0,Male,Bachelor,109112.0,0,Own,12000.0,Medical,6.03,0.11,3,608,Yes,0,Non-Default
23.0,Male,High School,44138.0,5,Own,7000.0,Venture,14.74,0.16,4,603,Yes,0,Non-Default
23.0,Male,Associate,109133.0,0,Mortgage,21000.0,Medical,12.42,0.19,2,644,No,0,Non-Default
25.0,Male,Master,43508.0,0,Own,5000.0,Personal,11.01,0.11,4,672,No,0,Non-Default
22.0,Male,Bachelor,43325.0,1,Own,8000.0,Education,6.03,0.18,2,636,Yes,0,Non-Default
26.0,Male,High School,126883.0,2,Rent,12100.0,Home Improvement,11.01,0.1,2,591,Yes,0,Non-Default
24.0,Male,Bachelor,51559.0,1,Rent,12125.0,Debt Consolidation,11.01,0.24,3,613,No,0,Non-Default
26.0,Male,Associate,108987.0,3,Mortgage,8000.0,Education,5.42,0.07,3,624,Yes,0,Non-Default
23.0,Female,Associate,80437.0,0,Mortgage,14000.0,Medical,11.01,0.17,3,632,No,1,Default
22.0,Female,High School,109195.0,1,Mortgage,6400.0,Personal,5.99,0.06,2,538,Yes,0,Non-Default
24.0,Female,Associate,109221.0,3,Mortgage,15000.0,Medical,9.99,0.14,4,667,No,0,Non-Default
22.0,Male,Bachelor,44077.0,0,Rent,12200.0,Personal,11.49,0.28,3,679,No,1,Default
25.0,Female,High School,108913.0,3,Mortgage,6000.0,Medical,6.99,0.06,3,536,Yes,0,Non-Default
21.0,Male,Bachelor,99658.0,0,Rent,12200.0,Personal,6.03,0.12,2,678,No,0,Non-Default
23.0,Male,High School,29456.0,2,Rent,12250.0,Education,13.16,0.42,4,645,No,1,Default
23.0,Female,High School,32520.0,0,Rent,12250.0,Venture,10.37,0.38,4,590,No,1,Default
26.0,Male,High School,109151.0,3,Mortgage,13000.0,Personal,10.59,0.12,3,615,Yes,0,Non-Default
24.0,Male,Associate,32110.0,1,Rent,12250.0,Medical,11.49,0.38,2,671,No,1,Default
24.0,Male,High School,109001.0,1,Mortgage,8000.0,Debt Consolidation,12.99,0.07,2,615,Yes,0,Non-Default
24.0,Male,Bachelor,35550.0,0,Rent,12250.0,Medical,9.99,0.34,4,610,No,1,Default
23.0,Female,Bachelor,108380.0,1,Mortgage,22000.0,Personal,6.99,0.2,4,687,No,0,Non-Default
23.0,Male,Master,108961.0,1,Mortgage,4900.0,Venture,6.99,0.04,2,688,No,0,Non-Default
22.0,Male,Bachelor,108862.0,0,Mortgage,12000.0,Education,10.99,0.11,2,623,Yes,0,Non-Default
21.0,Male,Bachelor,37045.0,0,Rent,12250.0,Debt Consolidation,14.59,0.33,3,657,No,1,Default
22.0,Male,High School,36967.0,1,Rent,12250.0,Home Improvement,13.67,0.33,4,565,No,1,Default
26.0,Male,Bachelor,39640.0,5,Rent,12250.0,Debt Consolidation,11.01,0.31,2,657,No,1,Default
25.0,Female,High School,109016.0,1,Mortgage,10000.0,Personal,5.42,0.09,2,546,Yes,0,Non-Default
25.0,Female,Bachelor,108913.0,0,Mortgage,3000.0,Personal,11.49,0.03,4,681,Yes,0,Non-Default
21.0,Female,Master,36003.0,0,Rent,12250.0,Venture,13.61,0.34,4,668,No,1,Default
24.0,Male,Associate,109088.0,5,Mortgage,15000.0,Medical,8.49,0.14,3,636,Yes,0,Non-Default
25.0,Male,High School,108849.0,2,Mortgage,15000.0,Debt Consolidation,8.49,0.14,2,644,Yes,0,Non-Default
23.0,Male,High School,109037.0,0,Mortgage,13675.0,Education,7.49,0.13,4,654,Yes,0,Non-Default
24.0,Female,Master,44297.0,4,Rent,12250.0,Debt Consolidation,11.49,0.28,2,670,No,1,Default
24.0,Male,High School,108933.0,4,Mortgage,7000.0,Venture,10.99,0.06,3,648,Yes,0,Non-Default
23.0,Male,Associate,43888.0,2,Rent,12250.0,Medical,10.74,0.28,3,650,No,1,Default
23.0,Male,High School,43990.0,0,Rent,12250.0,Personal,11.01,0.28,3,640,No,1,Default
25.0,Female,Master,94661.0,0,Mortgage,6000.0,Debt Consolidation,15.62,0.06,3,596,No,1,Default
22.0,Male,Master,53698.0,2,Rent,12250.0,Medical,15.99,0.23,2,696,No,1,Default
25.0,Female,High School,108873.0,4,Mortgage,5600.0,Venture,9.99,0.05,4,593,Yes,0,Non-Default
